,long_team,team_num,teamname
41958,oe:team:9b290e4aafba34a0f1caaa02fbc6ed1,1060,Mirage Élite
41963,oe:team:9b4a7228059e863c153b3e196ac85b2,1061,Pentanet.GG
42075,oe:team:9b4c0a1b3fce5f8df14d86277203dfe,1062,MAD Lions Madrid
42141,oe:team:9b9cc5a065b0b4dd8f57b23361f03ee,1063,Dignitas Academy
42262,oe:team:9ba69c103bcfd680652144161843038,1064,Wonder Stag e-Sports
42263,oe:team:9bcc3882a74d7ec2b66f7067ba31bc3,1065,Team Flash
42427,oe:team:9c05f0b234bce3c3f6c0fd7106dca4d,1066,Cruzeiro Academy
42436,oe:team:9c07a8db250057eb7af3f7522b9a54c,1067,No Name
42437,oe:team:9c11dcc627ab2baf49d113ce6aba078,1068,Heracles Gaming
42451,oe:team:9c1e113110b4cbbe5e29ed549969ec9,1069,Delta Five
42453,oe:team:9c706ff52b1746f7b4699b86db72fe9,1070,MiraGe Gaming
42457,oe:team:9c852b265abe189b62a514ce836b619,1071,No Name
42458,oe:team:9ca7f06c29e3a4013e85dc0ccf88669,1072,Vodafone Giants.Spain
42467,oe:team:9cae7677cd0dbcc1cd86653870b73c2,1073,GAM Esports
42750,oe:team:9d077b7dd546c066fbfc0a56d4dadcc,1074,Team Fracture
42751,oe:team:9d31d6680574d0709870c340cf0703c,1075,Flayn eSports
42759,oe:team:9d360cb53ceabaf46a078820f7370b5,1076,Aurora
42760,oe:team:9d4860bdb68e36c39e6a9d36d3d8fac,1077,Kelyx's Grandpa Gamers
42761,oe:team:9dced510f02f8586ee7501922484ac0,1078,KaBuM! e-Sports
42928,oe:team:9e12a15ab90a0a26c7e4e5308d3924c,1079,Forsaken
42959,oe:team:9e21e206a6c679cf4b28511d9c03455,1080,Purdue University Northwest
42961,oe:team:9e6526e349893ee3604c6e43fcafea1,1081,Meta Falcon Team
42983,oe:team:9eb531c72890b1ae7e50122f0884f37,1082,Riddle Esports
43056,oe:team:9eb54fd65f627fbe91f9452fee87632,1083,Snake WuDu
43065,oe:team:9ed161c748673bdb61d92c3e82cf52b,1084,Universidad Católica Esports
43135,oe:team:9efc9069228bc0817c7a9bac775daa7,1085,Samsung Morning Stars
43227,oe:team:9f3c8ed4ad53efba760b6267af69b7f,1086,AGD E-Sports
43230,oe:team:9f4d6a0d3f64dd4a431b97862bd88aa,1087,Black Star Gaming
43240,oe:team:9f837e0b7d5a822babf09cc081b7622,1088,Team Ocean Drake
43279,oe:team:9f8570136192e22b6e703c51ed81742,1089,ASURA
43330,oe:team:9fc25674200c10afd54d7ebb1a62a79,1090,Area of Effect Pump
43340,oe:team:9feb8ebfa423e419320a66a09cfa3d2,1091,Big Gods Jackals
43359,oe:team:9ff9802d71a1c44c5046ec222bd97f1,1092,Turing eSports
43360,oe:team:a01c47cd9988bb75cb93f4aeba32cb0,1093,ZONE eSports
43367,oe:team:a0995be66c38dc996c6fd94bd9db9c3,1094,No Name
43368,oe:team:a0a78d5a95671aea7ba8c46f24cd33e,1095,SOVEJA
43376,oe:team:a0c225ada0851e721976c70ca16dac6,1096,Silver Crows
43393,oe:team:a0c61d7b8ea9386318c01e0d5204a54,1097,Team Just Challenger
43394,oe:team:a0eb0573dbdb2b6f0fe2a0c40559ef3,1098,Szaty Bobra
43398,oe:team:a0f0ee0d7ff81dae79b2580688fb76d,1099,Area of Effect Will's Kittens
43404,oe:team:a10518b2ac8567174d81bc6a7e9b540,1100,Monolith Gaming
43410,oe:team:a10cab12e1a47303e3ec014e09d51c8,1101,Together Esports
43411,oe:team:a171b75ac0c9cdb81a4d66413a6f4e7,1102,ZAGA Talent Gaming
43463,oe:team:a17419c119598748edfc4c00e060572,1103,Team Oplon
43494,oe:team:a179c4d51956d861145724a1c578e35,1104,Liyab Esports
43526,oe:team:a1934e3feca7db728021f9c61a6bc27,1105,Austrian Force willhaben
43533,oe:team:a19a63a498e083aef0b8fc70b2b7715,1106,Movistar Optix
43592,oe:team:a1ce95efef52e7d4372ee093ee66baf,1107,Ventus Esports
43597,oe:team:a22510a4756fa424cb0771b13261139,1108,TSM
43945,oe:team:a23ce736c2f04077f0cbb27248d12f0,1109,Kowloon Esports (九龍電競)
43946,oe:team:a26e2e9c07c2a3dde0c711a406fa20c,1110,Snowman Slammers
43954,oe:team:a2af8a630966a79f15f17d89b1f97d2,1111,OFFSET Esports
44012,oe:team:a2bb57fa2128f7cab5d707d66540813,1112,G2 Vodafone
44023,oe:team:a2e63aee03585f0b37ff4cad936e349,1113,Macko Esports
44134,oe:team:a3163ae7be388387914d76fe89dc036,1114,Rainbow7
44267,oe:team:a31fdd71fc715fc1ee4a50fe19e828e,1115,HELL PIGS
44283,oe:team:a32a2b3523e4b21334396c1d0b6aa11,1116,Bring It On
44293,oe:team:a3638620a82964b200e729c47dfe88f,1117,MGN Box Esports
44296,oe:team:a376ed223776110ba2749fc65c07896,1118,Anáhuac Esports
44316,oe:team:a38ea999e47fb979b560472be410271,1119,Inspire eSports
44325,oe:team:a3e5d7937cfb8a6d810b5d18d0b1fe7,1120,100 Thieves Next
44428,oe:team:a3f351cccf5d008c2324c9a2a1adf22,1121,Fredit BRION Academy
44457,oe:team:a42600a99997fca0d35f2821662b997,1122,Dark Passage
44678,oe:team:a44bd8ff05b5aa133256f183698f5cc,1123,Trance's Tyrants
44681,oe:team:a46bbd97cd8f657483cd2ebe65807fa,1124,CONQUEROR Gaming
44683,oe:team:a47e0c589cb9648875be30e30173f4a,1125,WAVE Esports
44714,oe:team:a4b8f2a5c30a05dd32e2c0f3f97b1b3,1126,Bethany Lutheran College
44725,oe:team:a4c1e6b5351888706b6d2b95479fb17,1127,n!faculty
44731,oe:team:a4ca69c7236ad2293831575c2595227,1128,Zodiac Esports
44736,oe:team:a4e65fbd9139baf6a85d188d7c9dfa5,1129,Glacial Red
44739,oe:team:a4e812bb963821f8b0f5a5bed31521d,1130,Eanix
44744,oe:team:a52f0919a02a88ffe47639587f72073,1131,Demise
44773,oe:team:a5b345b357701f1ae4ca1cef4c8fe52,1132,Santos Dexterity
44774,oe:team:a5da55d495c7c86da763c939ece69b5,1133,Headhunters
44778,oe:team:a621a30c938fad7388e9621fbd548eb,1134,Vorax Liberty
44805,oe:team:a65adb2808377018a2a7832eb2bd7f4,1135,İstanbul Wildcats
44926,oe:team:a69604de13edd910cbd314b60c91f0f,1136,FALKN
44928,oe:team:a6a9ea0fa71e2e96cf5d5eb6ce9a4e2,1137,MAD Lions E.C.
44991,oe:team:a71099f02ea48590446b27993a6732a,1138,DarkSpawn Gaming
44995,oe:team:a73a242584df96b35d6e606d93608f8,1139,Nativz
45028,oe:team:a74df244efe687c05230accb77a383d,1140,ZEST
45036,oe:team:a7a76c2d37e9b45217a8f7ce66ddb8b,1141,Area of Effect Need Her
45042,oe:team:a7bae5ae93d535e22b517b6b53d2006,1142,No Name
45043,oe:team:a7d0fbf8d498d1ecf38752df7f6259d,1143,Case Esports
45060,oe:team:a8155b0ea02bae01cd41369018837d6,1144,Fireball
45093,oe:team:a84c56ac7e3b489e0c1d580bc179a58,1145,No Name
45094,oe:team:a853fd5749073c512ab2250330f159e,1146,Dream Team
45108,oe:team:a8760a8e23903488198e84618546202,1147,Havan Liberty
45142,oe:team:a87f96bba57cf77564601348d413ced,1148,Kayana Gaming
45147,oe:team:a8c6d9059474d8fa4c57a093e9e43ac,1149,X7 Esports
45195,oe:team:a8c8d7ddcc650370a3efd256810ea64,1150,Team Yetti
45200,oe:team:a90653c5054faaece9e6462622a1593,1151,Revival
45246,oe:team:a9145b7711873f53e610fbba0493484,1152,LNG Esports
45504,oe:team:a93534e7216950180b13dbb88f26d2d,1153,Ever8 Winners
45611,oe:team:a93b0198b3f1062ca3302600b4f12ba,1154,Los Grandes Academy
45636,oe:team:a9744fc5b0ca952b17ef07c0aa99602,1155,Rampage
45684,oe:team:a98857d2543af198af5ca1b1532d5c7,1156,Intrepid Fox Gaming
45725,oe:team:a9986d8da91b2157ae330b45ffc81c0,1157,Rock Bottom Esports
45733,oe:team:a9a1ccc73a7b43036564a30bcec844a,1158,Cloud9 Challenger
45749,oe:team:a9deae81a8c100a7c823eaff0aaf305,1159,Lotus Bloom
45752,oe:team:aa15ab1242b04fe5178062d343902a9,1160,Raleigh Black Flame
45758,oe:team:aa2a535ded3bc45217af1684a4451c4,1161,ProGaming Esports
45819,oe:team:aa3f831d6c456d1739dddbade7aa9e4,1162,Dominus Esports
45871,oe:team:aa56a2e65d8106aef3c61e4f6bf94fd,1163,Elements
45896,oe:team:aa5d01bc4196e3566f3abe33d05be1b,1164,mAAd City
45897,oe:team:aa780995928f3f687c5fa7edcf3490e,1165,Bastu Five
45900,oe:team:aa8c3b781d96ddb7a24ab3240918988,1166,SK Gaming Prime
46046,oe:team:aa901e4bbb1fae688437d636787b958,1167,Newell's Esports
46051,oe:team:aaaacee1fb3399071bdaa0e6a24ff6f,1168,4Elements Scuttle Squad
46061,oe:team:ab717ab35c38578031d681a7305e25a,1169,TEAM4NOT
46069,oe:team:ab8a919db08c9f8321da77bc63cb31d,1170,Louisiana State University
46075,oe:team:ab8aeb92bafad112aebe22361f84e82,1171,compLexity Gaming
46092,oe:team:aba8187a8c4790f554138cda083003b,1172,Wild Panthers Esports
46110,oe:team:abb2f3f7048c034414f1f75372a672f,1173,Starlan Gaming Club Academy
46117,oe:team:abbabe3f07708032b87bc78494b6d8f,1174,Columbia College
46133,oe:team:abdec2ea4b31e351c80a16d988c5940,1175,Vici Gaming Potential
46181,oe:team:ac644a006bcf1a44682d666df19864c,1176,All Knights
46279,oe:team:ac655e92876e020fc404aff244a95e3,1177,Arctic Gaming México
46361,oe:team:ac678d40140c478ab827805903fe691,1178,2 Pausing
46367,oe:team:ac6cb6091eb27e5332f2926f44a7067,1179,Origen
46506,oe:team:ac74fdc971fbb36d21cde1a4b696a09,1180,Elyandra Esport
46515,oe:team:acbc961cec36a59ede6695669ad7a19,1181,100 Thieves Academy
46682,oe:team:acc3e7a06d4b21fc76b8a3b37812c15,1182,Wayi Spider
46708,oe:team:ad003d7f74930eeab29a6029c3b9f52,1183,Project Conquerors
46726,oe:team:ad15034033556001441137e8cab957d,1184,SunSister ReUnion
46736,oe:team:ad3e9fa0eb18ea2fb5cb90dcccdccc0,1185,Windstorm Gaming
46742,oe:team:ad408b950a1ff71cf861701391fb06a,1186,Corax Gaming Club
46748,oe:team:ad74f35a586017e4be6c3d75d4d7fe9,1187,Fourth Wall
46756,oe:team:ad9fce8cc6928691a352c901c980942,1188,Kuala Lumpur Hunters
46782,oe:team:ada0b5363377a30441f51e8b089b451,1189,Wizard esports
46784,oe:team:ada66594a9441efab01442aa04ea8fd,1190,NaJin White Shield
46790,oe:team:adc76481b64bdf5b0110290c5957e1c,1191,Gaia Esports
46805,oe:team:adefd7d85fbbac120d5a3d411dbae3c,1192,Team Dynamics Academy
46816,oe:team:ae0cec6dc617eba9801ec9939d1c18c,1193,Team Impulse
46861,oe:team:ae2a2737a8d8d2b8e396dabae0e149b,1194,Joy Dream
47088,oe:team:aeb3be196652186472d8f244ee9ef0a,1195,Team Liquid Challengers
47143,oe:team:af2ff2a3e62b9bdc10e9e8ff7e147d9,1196,No Name
47144,oe:team:af3038a77428ddddd50e5b431c5269e,1197,UCAM Penguins
47201,oe:team:af43fc33034ccf6681e473fe3544f96,1198,STXP
47202,oe:team:af4b23d4634c4e6ecb5659fb1e689e9,1199,V3 Esports
47368,oe:team:af5a425c51abde4470efd2df1f9e8c0,1200,Storm
47373,oe:team:afa32967cbfd11cd4684a90c675346d,1201,XTEN Mexico
47391,oe:team:afa484dd1dde6e199432ed3535863d5,1202,TWELVE
47457,oe:team:afd3cd4d4c0a7e194f57ffe605f2d0e,1203,Predators Esports
47506,oe:team:afeca2d124b58ca3538d968b859aa65,1204,Rainbow Warriors
47512,oe:team:b04ff1a6e33cd215305fb00a28193d1,1205,The Longest Yard
47514,oe:team:b07f968bfb5a5b0164a904c75e77e78,1206,Afro Beast
47517,oe:team:b0a43f7f56c22b10b2042076b0cd5cc,1207,Hertha BSC eSport
47528,oe:team:b10ab4f0e7089ad20da443550dadde7,1208,KRC Genk Esports Talent Team
47538,oe:team:b1204b591832cdd2a02b3da34d94988,1209,Robert Morris University Illinois
47543,oe:team:b1356ccdb61cb004fa4feedcf5916e0,1210,Descuydado Esports
47580,oe:team:b136827bb6e2aa53e85960a66f6f6d4,1211,Rejects Gaming
47596,oe:team:b19ab22267512e77945cd498106dcf1,1212,WLGaming Esports
47771,oe:team:b1d244894e61a09903b2c3dd0462d3d,1213,Žalgiris Esports
47782,oe:team:b1e4549272fe20b4c311674483d4d90,1214,GeekSide Esports
47804,oe:team:b22e10e47d406db28cf95e49812f101,1215,Darkness Eagles Esports
47806,oe:team:b23fb2b567870b22f6da7f4e14607f9,1216,Wizards Club
47808,oe:team:b24f151e143d152c7cf8be9f13ec015,1217,Phong Vũ Buffalo
47861,oe:team:b26e8f9cc0de55d879683b6f58a15f1,1218,Sin Academy
47871,oe:team:b27df85e8130444ae2c7c22d61057cf,1219,Two-eyed Monsters
47878,oe:team:b2840811ed80a85fcf6f023d4b73f8d,1220,TSM Academy
48048,oe:team:b2936bb3f54edca9b7fb84778f9bbdc,1221,No Name
48049,oe:team:b2ad0a325a5c242defaf51aa2244015,1222,Apex Pride
48054,oe:team:b2f0f60d345fc34475b278e7a1ede1b,1223,AVEZ Esport
48072,oe:team:b30ea1fcb1eafc1cf974fcc3988ae78,1224,No Name
48073,oe:team:b331793792760275d31d140e4e2cdeb,1225,Third Party
48086,oe:team:b33646d7b7b14dd6da17a88f6ddb592,1226,Verdant
48112,oe:team:b3407aff8f36af4d7492aceb5b6bfd6,1227,NOVO Esports
48121,oe:team:b346309564f4fc7f30ac14403e93010,1228,BISONS ECLUB
48181,oe:team:b350e8583018688fb4cea844b7f9806,1229,G2 Arctic
48280,oe:team:b351c67cd7c244b6f664bf5b246e952,1230,Absolute Legends Netherlands
48292,oe:team:b3931ca265ef0e93881b5eac6dcb375,1231,Friends Forever Gaming
48349,oe:team:b40d3a5915a3627fb180a52ffcf8fcd,1232,ANEW Blaze
48366,oe:team:b41d715b166da7092724123264e4560,1233,J Team
48620,oe:team:b42d0f31f2727621b963042276817c4,1234,JD Gaming
48948,oe:team:b45f5c5398ab0870ea8b2fef769d977,1235,Szef+6
48951,oe:team:b469fd5f0912d223dd70c3bbb5ddcb9,1236,Stormbringers
48997,oe:team:b4923557f98ba20d401bcaf6c01b4aa,1237,SuperMassive Blaze Academy
49040,oe:team:b4e415571a886e90b99b34b8b9b626b,1238,No Name
49041,oe:team:b4f55af603bfb209eda84e1d685e594,1239,Obnoxious Gaming
49046,oe:team:b5454c08654c7f6175d1d887f80c769,1240,Victory Five
49234,oe:team:b5ac2d78f427d88ed9666c8d1c9e1d2,1241,7more7 Pompa Team
49263,oe:team:b5c576b8e06c20217de8792be32aa47,1242,No Name
49264,oe:team:b5e8ce41e4348bfe92ecfcea564d1aa,1243,Different Dimension
49278,oe:team:b61ee1b18ac8e03518fc61ac07d497c,1244,PEACE
49352,oe:team:b62ca0a6c7279dc53fb2afa1946d284,1245,Vandals Esports
49371,oe:team:b6389008090f914e012316f50c2aec8,1246,Starlan Gaming Club
49401,oe:team:b654c85830c3979466517ca5158b309,1247,Azules Esports Academy
49431,oe:team:b6c77dc4935906a5dfe138090f15890,1248,Scouting4ProScene
49439,oe:team:b6f812d9b1437e041538493539a7377,1249,Packa Pappas Kappsäck
49441,oe:team:b735021538d7137d6ff64bcea052a95,1250,Immortals Area of Effect
49461,oe:team:b75eada98b0b044c59e748c5a2e59be,1251,e-Champ Gaming
49462,oe:team:b7f246aa375086484bc9e7469ab3b0c,1252,Team Singularity
49537,oe:team:b8221bf34848e0692862ac0bbb5769b,1253,Wolf Club Esports
49552,oe:team:b827e1e423b582dcb91b0f31c6bdc62,1254,Awake Gaming
49579,oe:team:b8657dd7e358c05adb2aea0a6cb8bf1,1255,WarKidZ E-Sports
49586,oe:team:b867a40fb93da6e032034f570785949,1256,SuperMassive TNG
49590,oe:team:b877c78301f2b9da3105af161ac16f3,1257,Dynamo Eclot Academy
49612,oe:team:b8ceb43093a8ecd96a325ebdd5e38ab,1258,FTV Esports
49702,oe:team:b923235c01c3537277ed9e8f6538936,1259,Cyclone
49707,oe:team:b945e7a96b93d96b108071ea38c013e,1260,Zwan Gaming Mexico
49721,oe:team:b95c7d26800fbb3b5bd1965c2eddc13,1261,Team Front
49728,oe:team:b9733b8e8aa341319bbaf1035198a28,1262,KT Rolster Challengers
49845,oe:team:b99687ec014dcbef79af28a531809a2,1263,Feint Gaming
49877,oe:team:b99696624afa81613e7c305f10c6b05,1264,Illinois State University
49936,oe:team:b9af077d71abf84d8f8045523ff1b84,1265,Tempest Gaming
49959,oe:team:b9c02a709c0f42b28098151b80acf70,1266,Virtuoso Gaming
49966,oe:team:b9e44c69c1a70fb35df9be96f9eafea,1267,Vivo Keyd Stars
49988,oe:team:b9ec146a4772e94d2d303fcdbb73112,1268,Galakticos Academy
50062,oe:team:ba0e5d60413f9eda6ffb0cb0e0ee531,1269,CrowCrowd
50114,oe:team:ba218f9a2faccaad7d4a47facbf43fe,1270,Red Eye
50127,oe:team:ba3a80e4a7bc541ccedf373c5b896cd,1271,No Name
50128,oe:team:ba3b1a1f005f917f9aaea679f31ae08,1272,Bencheados
50159,oe:team:ba3f6cba3383f76d3e6cf742e7778d0,1273,Issue is Critical
50168,oe:team:bbd25c9b9a5044937d8800dfeb8922e,1274,ERKO Esports
50219,oe:team:bc8cec60082a7eec4704c6ea73c2e4f,1275,Fenerbahçe Academy
50302,oe:team:bc9bdf946d79f2f1f483b429a7dfffc,1276,Iron Wolves
50373,oe:team:bcb21457414eb9be1d27489ff7e8e59,1277,INTZ
50577,oe:team:bcf344c593b108e38ac0c953a51485e,1278,Here For T-Shirt
50581,oe:team:bda9842b6f0c5e85c1d404581d67a50,1279,Pathos
50601,oe:team:bdda8f7333978ef80dd676e054a009c,1280,Team Rapid
50609,oe:team:be05254b418d34ad5579446766e37b8,1281,Buff Katarina
50613,oe:team:be33872bc260eea9cb3b34eedb6abc1,1282,Ualá Pampas
50631,oe:team:be543a92f2258b940563996544963c3,1283,Bay State College
50665,oe:team:be951cd1e92218726f0df191ba00432,1284,Team Coast Gold
50667,oe:team:bea97eb104070ed8d6448e6faece132,1285,No Name
50668,oe:team:bed2e4c078902a8c2d224b59ea3e28e,1286,RSC Anderlecht Esports
50689,oe:team:bedeb2d8da4a388b246a256c9da7957,1287,Glaive Esports Prime
50703,oe:team:beec81e2b73991101281075bc6d68df,1288,Murk Esports
50706,oe:team:bf0c8b283dc9b86d914af061ac30424,1289,Phelan Gaming
50729,oe:team:bf1858c02d924648341c65c7fe4206f,1290,Ginger Turmeric
50745,oe:team:bf61f06b4a15dd2870441f42412fde1,1291,LP Gaming
50751,oe:team:bf6f1cbd7a25bd88bbfdaf1c20366c1,1292,Vivo Keyd Stars Academy
50786,oe:team:bfc5cbabbc2029df065de9bfd67410c,1293,Team EnVyUs
50862,oe:team:bfd1bba6235971993e82d51e679a34a,1294,Zenith Esports
50887,oe:team:bfd5446b1eba9098e03dfaa63a1c391,1295,3BL Esports
50911,oe:team:c039bb272b825e4259c17a016622bd5,1296,Convict of Shadows
50912,oe:team:c07f6511ffe83e745fd290a3dbe9a98,1297,Zeu5 Bogota
50941,oe:team:c085603cf0bc129969f42a3b8d83e80,1298,Return of the Middlesticks
50945,oe:team:c0a92e1f459a41706f1957f888cd182,1299,Spirituals
50970,oe:team:c0ac296596eb3725646fb17916598aa,1300,The Largest Salary
50979,oe:team:c14015eb860f145768d4368ba5c6349,1301,S2V Esports Academy
51003,oe:team:c1b5d2c3a85ded7cc01056828f1ce89,1302,Team BlackEye
51020,oe:team:c1db99dba74a3a144f637b616c9f4f7,1303,S2V Esports
51079,oe:team:c1dea751bdd62128fe179344fceb5b2,1304,Snake Esports
51146,oe:team:c20f8549c29d0dd0bb92d7aa8028547,1305,Phlox Gaming
51176,oe:team:c227c1d8bfe654bdc0fe943b45dc7d1,1306,Reload Esports
51179,oe:team:c228d8939c704a1d5ac0e3d49477cc4,1307,SeolHaeOne Prince
51340,oe:team:c23c193a1bb8ae1ef470ae681db8b73,1308,Revenge eSports
51342,oe:team:c240ced85731a0f86a197a555989280,1309,Pampas
51395,oe:team:c2b781ca4585097d9119d3d2f6612be,1310,Black Lion
51398,oe:team:c2bd1dd17a070dbbb8df9aefb634a41,1311,Inside Games
51469,oe:team:c2cbbea762044e35a5915b171125398,1312,King of Future
51478,oe:team:c330157f545ea628d7c8bd0b35850bf,1313,No Name
51479,oe:team:c334b1db5e9b81049496999c69aec9d,1314,No Name
51480,oe:team:c334c629fea759876e9e04afbe4aee7,1315,Immortals
51650,oe:team:c33bf74e075fb47e63c1eb63226ae3d,1316,Furious Gaming Chile
51708,oe:team:c33c60aabef5b74d45d8c5750d74da5,1317,Team Turquality
51771,oe:team:c36cbef1622fdbe0a6d08ffb4e7c964,1318,LowLandLions.White
51779,oe:team:c3ad0025de0e62a6b31956339814b07,1319,No Name
51780,oe:team:c3c53a2526d32e8ccd259465e37f1a0,1320,Wulf Pack Esports
51795,oe:team:c40f6d0d20a7a718c60342e48c144a2,1321,BK ROG Esports
51846,oe:team:c41302163fe262dab12e400d7adc95a,1322,Aqualix Esports
51847,oe:team:c4193e1de4cbb3a64553aa2e1d31b57,1323,QUT Tigers
51865,oe:team:c4301c851cb9c9c8a622d1855cd7941,1324,Pars eSports
51878,oe:team:c4360b2f59028db18a7d5b19ec74bcb,1325,piratesports
51904,oe:team:c46a7c8dbc4aa414a481a5de60c613e,1326,KIYF eSports Club
51928,oe:team:c47878260ba6bd108f98aafa82cd454,1327,CR4ZY
51949,oe:team:c49a2a9ac33f825f884410881760d80,1328,Elite Wolves
51954,oe:team:c4e1d023cf4809fe9847af6eca0d26b,1329,Stone Movistar
52002,oe:team:c5065df5008bc2f0a6df83dc37c6f1d,1330,x6tence
52025,oe:team:c509b8c47b3761cbc2c790b576d0eb6,1331,Saigon Jokers
52034,oe:team:c525a336b58cf2df7c961b52a7af5ce,1332,Burst The Sky Esports
52097,oe:team:c52f1f25b322f34e191a3d0edb5d88d,1333,No Name
52098,oe:team:c53d416e0d33d229126f8d13b00d07b,1334,Abyssal Esport Club
52115,oe:team:c541d877d968f5bd0053efc0f43563d,1335,University of St. Thomas
52133,oe:team:c574d318fab6447b119865b6e12361e,1336,ANEW Dawn
52139,oe:team:c59bcb753bac65c0397bf9ebbcf850b,1337,Misfits Premier
52275,oe:team:c5b7f439779b465529ff283c53f41c0,1338,Kaos Latin Gamers
52434,oe:team:c5c317341ae046ce3345b8d56efce5c,1339,Dark Horse
52548,oe:team:c5d6cb43c96de77a0e420bc9f0ddc8a,1340,Monkey Mafia
52551,oe:team:c5e4f376de880fec7ac4b52fcc2ae27,1341,Misfits Academy
52564,oe:team:c60297ca19fa8c85b47b6ed0e55698c,1342,MGN Box Esports
52604,oe:team:c64792e95cc00718fdba07a0682c134,1343,Europe Saviors Anonymous
52611,oe:team:c6a4f426b85f581ff9b009d1e8bfae5,1344,bbq Olivers
52739,oe:team:c6aa23f2afcbe6fc281c7bb9b96c843,1345,Nigma Galaxy Male
52763,oe:team:c6d5aa661b7fc79404111ac75fbdcd4,1346,Pixel Esports Club
52811,oe:team:c709ca1768c057f3f5d3f6ac1e0e88f,1347,Dark Zone
52817,oe:team:c73ee5d874c7218ab92adf5f3bd0c0e,1348,Aquatik Esports
52822,oe:team:c75f1f337fc5867914749d438a4871d,1349,Liiv SANDBOX
53070,oe:team:c77c806b4de6749ab640b4a79f7a5f9,1350,VP Game
53099,oe:team:c7ad88feac64b5b6cca8f234b392862,1351,M19
53163,oe:team:c7b154d74bc45311ce501267f82dc36,1352,Vertex Esports Club
53169,oe:team:c80b36851e005bcee841f7d7a7c1a66,1353,No Name
53170,oe:team:c82b21e613f9aaffd2ba5c16ab104bc,1354,Nerf Galeforce
53176,oe:team:c83640239b15363ef7c6374fe1497b1,1355,Fortius
53179,oe:team:c842bd2a64b6d4c6f216802b32c8a17,1356,Florida Southern College
53180,oe:team:c856cde28eaed2123b1a9c2d9133bd6,1357,Aurelius Esports
53191,oe:team:c89864253bfbc47feae7aebf4013806,1358,UQ Union
53207,oe:team:c8d302e68ffd3e684186a0db372b7b6,1359,V3 Esports Academy
53233,oe:team:c94055c4eae45033b3e176ed7c35585,1360,Ionikos Nikaias Esports
53239,oe:team:c94195cef56d1eabb7e0304efad4c47,1361,Astralis Talent
53281,oe:team:c95698309e986235a523bf9503f67ca,1362,ERN ROAR
53287,oe:team:c96403ed0b812c805aeb6100bdc19a5,1363,Immortals Academy
53399,oe:team:c9c39ac4c61b8281f7107deb9e3a587,1364,SAMCLAN Esports Club
53440,oe:team:c9c57deef5fcd4cd734181f121c9ee8,1365,Team Sampi
53496,oe:team:c9d070bdf4b26d48b05fe5b04309de6,1366,AGO Gaming
53499,oe:team:ca06a036247ca868972c49cbe00b507,1367,Brussels Guardians
53511,oe:team:ca2e7723177797c546f6e4c30bb67b3,1368,Cosmic Wolf Esports
53514,oe:team:ca3882dbcefa68eac0892e3218080db,1369,Fluxo
53534,oe:team:ca3c8e270b623c1ed43ba1d912e23f4,1370,Qing Jiu E-sport Club
53572,oe:team:ca60495d47019431a6813188aea1eb2,1371,Pentanet.GG Rise
53579,oe:team:ca619ab78f35d18f498c11f812542e0,1372,Cremas Esports
53587,oe:team:ca663b1c89065ae6491db8e9cd5c305,1373,One More Esports
53594,oe:team:ca82d3efa2401830fe062a85c452bd9,1374,Millenium Spirit
53598,oe:team:ca884c91b35e5e37937b19360cf1bbe,1375,Los Grandes
53623,oe:team:ca8a8d5dadda551344e9632c64990bb,1376,Acclaim EmpireX
53626,oe:team:ca93fb52911145b76f82c3a3af6d007,1377,Finetwork KOI
53653,oe:team:ca96ca51b432a5029caf11f1af715de,1378,EFIVE Esports
53667,oe:team:cb2c732f028c98d4fb314ee8f28b5d8,1379,Dash9 Gaming
53718,oe:team:cb88ee3c195b2c7056830437a1f1565,1380,Mirage Sport Électronique
53767,oe:team:cb951a65f688a6e2bdf1d8d4a91da4d,1381,Cruzados Esports
53837,oe:team:cbb2efe86e074f5a81490dceb681a4b,1382,ConViction
53894,oe:team:cbbafed5c0ebf092e70ef9821426b2f,1383,Team Exile5
53915,oe:team:cbfaf0ca2181f0903d2fcceb6c28f3b,1384,Counter Logic Gaming
54220,oe:team:cc0febb14e6012fe5d7ab5bf50ac21f,1385,HG Esports
54230,oe:team:cc40378bfc9614a14500fbd6db90869,1386,University of Michigan
54237,oe:team:cc8dc289276eb43fdc22851ed1b5ec9,1387,RBG Esports
54239,oe:team:cc901dfa35cb4e6d7c5684d57361771,1388,EPIC-DUDES
54244,oe:team:ccd089bf173a5fff1063eb0576201a7,1389,Vitality.Bee
54402,oe:team:ccf3ac6ecc7f9a46f87a052deebe32e,1390,AliorBank Team
54406,oe:team:cd0265100a71f098affbc8b2cbe043f,1391,Area of Effect Soupy Time
54408,oe:team:cd17656e0072109bd90f948b279e01e,1392,Virtus.pro
54433,oe:team:cd62e47544f14f1d239afa659b9d243,1393,Rogue
54571,oe:team:cd62fe7f473afa37527d2d15e9565cd,1394,SinoDragon Gaming
54597,oe:team:cd6b4265231d4ba346274357681c335,1395,aNc Outplayed
54729,oe:team:cd6e0eea04af23b9c0735dab41a9941,1396,Dire Wolves
54949,oe:team:cd71fca6c80adf06a6c0ee35e1614a3,1397,No Name
54950,oe:team:cda8735d6cec0a3e7a2676682d66953,1398,Taipei Assassins
54990,oe:team:cdbf1c680f2450b6c410a2756cf8fab,1399,GC Busan Ascension
